equal	bektok	glauxwordid	chapsect	sentid	kastok	kaswordid	bekkpage	bekkline	textstatus
n	δὲ	104291582	16.8	244988	KASNA				
y	ἡ	104291583	16.8	244988	ἡ	5853	1454b	35	
n	BEKNA				τρίτη	5854	1454b	35	
y	διὰ	104291584	16.8	244988	διὰ	5855	1454b	35	
y	μνήμης	104291585	16.8	244988	μνήμης	5856	1454b	35	
y	,	104291586	16.8	244988	,	5857	1454b	35	
y	τῷ	104291587	16.8	244988	τῷ	5858	1454b	35	
y	αἰσθέσθαι	104291588	16.8	244988	αἰσθέσθαι	5859	1454b	35	
y	τι	104291589	16.8	244988	τι	5860	1454b	35	
y	ἰδόντα	104291590	16.8	244988	ἰδόντα	5861	1454b	35	
y	,	104291591	16.8	244988	,	5862	1454b	35	
y	ὥσπερ	104291592	16.8	244988	ὥσπερ	5863	1455a	1	
y	ἡ	104291593	16.8	244988	ἡ	5864	1455a	1	
y	ἐν	104291594	16.8	244988	ἐν	5865	1455a	1	
y	Κυπρίοις	104291595	16.8	244988	Κυπρίοις	5866	1455a	1	
y	τοῖς	104291596	16.8	244988	τοῖς	5867	1455a	1	
y	Δικαιογένους	104291597	16.8	244988	Δικαιογένους	5868	1455a	1	
y	,	104291598	16.8	244988	,	5869	1455a	1	
y	ἰδὼν	104291599	16.8	244988	ἰδὼν	5870	1455a	1	
y	γὰρ	104291600	16.8	244988	γὰρ	5871	1455a	1	
y	τὴν	104291601	16.8	244988	τὴν	5872	1455a	1	
y	γραφὴν	104291602	16.8	244988	γραφὴν	5873	1455a	1	
y	ἔκλαυσεν	104291603	16.8	244988	ἔκλαυσεν	5874	1455a	1	
y	,	104291604	16.8	244988	,	5875	1455a	1	
y	καὶ	104291605	16.8	244988	καὶ	5876	1455a	1	
y	ἡ	104291606	16.8	244988	ἡ	5877	1455a	1	
y	ἐν	104291607	16.8	244988	ἐν	5878	1455a	1	
y	Ἀλκίνου	104291608	16.8	244988	Ἀλκίνου	5879	1455a	1	
y	ἀπολόγῳ	104291609	16.8	244988	ἀπολόγῳ	5880	1455a	1	
y	,	104291610	16.8	244988	,	5881	1455a	1	
y	ἀκούων	104291611	16.8	244988	ἀκούων	5882	1455a	1	
y	γὰρ	104291612	16.8	244988	γὰρ	5883	1455a	1	
y	τοῦ	104291613	16.8	244988	τοῦ	5884	1455a	1	
y	κιθαριστοῦ	104291614	16.8	244988	κιθαριστοῦ	5885	1455a	1	
y	καὶ	104291615	16.8	244988	καὶ	5886	1455a	1	
y	μνησθεὶς	104291616	16.8	244988	μνησθεὶς	5887	1455a	1	
y	ἐδάκρυσεν	104291617	16.8	244988	ἐδάκρυσεν	5888	1455a	1	
n	·	104291618	16.8	244988	,	5889	1455a	1	
y	ὅθεν	104291619	16.8	244989	ὅθεν	5890	1455a	1	
y	ἀνεγνωρίσθησαν	104291620	16.8	244989	ἀνεγνωρίσθησαν	5891	1455a	1	
y	.	104291621	16.8	244989	.	5892	1455a	1	
y	τετάρτη	104291622	16.9	244990	τετάρτη	5893	1455a	1	
y	δὲ	104291623	16.9	244990	δὲ	5894	1455a	1	
y	ἡ	104291624	16.9	244990	ἡ	5895	1455a	1	
y	ἐκ	104291625	16.9	244990	ἐκ	5896	1455a	1	
y	συλλογισμοῦ	104291626	16.9	244990	συλλογισμοῦ	5897	1455a	1	
y	,	104291627	16.9	244990	,	5898	1455a	1	
y	οἷον	104291628	16.9	244990	οἷον	5899	1455a	1	
y	ἐν	104291629	16.9	244990	ἐν	5900	1455a	1	
y	Χοηφόροις	104291630	16.9	244990	Χοηφόροις	5901	1455a	1	
y	,	104291631	16.9	244990	,	5902	1455a	1	
y	ὅτι	104291632	16.9	244990	ὅτι	5903	1455a	5	
y	ὅμοιός	104291633	16.9	244990	ὅμοιός	5904	1455a	5	
y	τις	104291634	16.9	244990	τις	5905	1455a	5	
y	ἐλήλυθεν	104291635	16.9	244990	ἐλήλυθεν	5906	1455a	5	
y	,	104291636	16.9	244990	,	5907	1455a	5	
y	ὅμοιος	104291637	16.9	244990	ὅμοιος	5908	1455a	5	
y	δὲ	104291638	16.9	244990	δὲ	5909	1455a	5	
y	οὐθεὶς	104291639	16.9	244990	οὐθεὶς	5910	1455a	5	
y	ἀλλ’	104291640	16.9	244990	ἀλλ’	5911	1455a	5	
y	ἢ	104291641	16.9	244990	ἢ	5912	1455a	5	
y	Ὀρέστης	104291642	16.9	244990	Ὀρέστης	5913	1455a	5	
n	·	104291643	16.9	244990	,	5914	1455a	5	
y	οὗτος	104291644	16.9	244991	οὗτος	5915	1455a	5	
y	ἄρα	104291645	16.9	244991	ἄρα	5916	1455a	5	
y	ἐλήλυθεν	104291646	16.9	244991	ἐλήλυθεν	5917	1455a	5	
y	.	104291647	16.9	244991	.	5918	1455a	5	
y	καὶ	104291648	16.9	244992	καὶ	5919	1455a	5	
y	ἡ	104291649	16.9	244992	ἡ	5920	1455a	5	
n	Πολυείδου	104291650	16.9	244992	Πολυίδου	5921	1455a	5	
y	τοῦ	104291651	16.9	244992	τοῦ	5922	1455a	5	
y	σοφιστοῦ	104291652	16.9	244992	σοφιστοῦ	5923	1455a	5	
y	περὶ	104291653	16.9	244992	περὶ	5924	1455a	5	
y	τῆς	104291654	16.9	244992	τῆς	5925	1455a	5	
y	Ἰφιγενείας	104291655	16.9	244992	Ἰφιγενείας	5926	1455a	5	
y	·	104291656	16.9	244992	·	5927	1455a	5	
y	εἰκὸς	104291657	16.9	244993	εἰκὸς	5928	1455a	5	
y	γὰρ	104291658	16.9	244993	γὰρ	5929	1455a	5	
n	BEKNA				ἔφη	5930	1455a	5	
y	τὸν	104291659	16.9	244993	τὸν	5931	1455a	5	
y	Ὀρέστην	104291660	16.9	244993	Ὀρέστην	5932	1455a	5	
y	συλλογίσασθαι	104291661	16.9	244993	συλλογίσασθαι	5933	1455a	5	
y	ὅτι	104291662	16.9	244993	ὅτι	5934	1455a	5	
y	ἥ	104291663	16.9	244993	ἥ	5935	1455a	5	
y	τ’	104291664	16.9	244993	τ’	5936	1455a	5	
y	ἀδελφὴ	104291665	16.9	244993	ἀδελφὴ	5937	1455a	5	
y	ἐτύθη	104291666	16.9	244993	ἐτύθη	5938	1455a	5	
y	καὶ	104291667	16.9	244993	καὶ	5939	1455a	5	
y	αὐτῷ	104291668	16.9	244993	αὐτῷ	5940	1455a	5	
y	συμβαίνει	104291669	16.9	244993	συμβαίνει	5941	1455a	5	
y	θύεσθαι	104291670	16.9	244993	θύεσθαι	5942	1455a	5	
y	.	104291671	16.9	244993	.	5943	1455a	5	
y	καὶ	104291672	16.9	244994	καὶ	5944	1455a	5	
n	ἡ	104291673	16.9	244994	KASNA				
y	ἐν	104291674	16.9	244994	ἐν	5945	1455a	5	
y	τῷ	104291675	16.9	244994	τῷ	5946	1455a	5	
n	τοῦ	104291676	16.9	244994	Θεοδέκτου	5947	1455a	5	
n	θεοδέκτου	104291677	16.9	244994	KASNA				
y	Τυδεῖ	104291678	16.9	244994	Τυδεῖ	5948	1455a	5	
y	,	104291679	16.9	244994	,	5949	1455a	5	
y	ὅτι	104291680	16.9	244994	ὅτι	5950	1455a	5	
y	ἐλθὼν	104291681	16.9	244994	ἐλθὼν	5951	1455a	5	
y	ὡς	104291682	16.9	244994	ὡς	5952	1455a	5	
y	εὑρήσων	104291683	16.9	244994	εὑρήσων	5953	1455a	5	
n	BEKNA				τὸν	5954	1455a	5	
y	υἱὸν	104291684	16.9	244994	υἱὸν	5955	1455a	5	
y	αὐτὸς	104291685	16.9	244994	αὐτὸς	5956	1455a	5	
y	ἀπόλλυται	104291686	16.9	244994	ἀπόλλυται	5957	1455a	10	
y	.	104291687	16.9	244994	.	5958	1455a	10	
y	καὶ	104291688	16.9	244995	καὶ	5959	1455a	10	
y	ἡ	104291689	16.9	244995	ἡ	5960	1455a	10	
y	ἐν	104291690	16.9	244995	ἐν	5961	1455a	10	
y	τοῖς	104291691	16.9	244995	τοῖς	5962	1455a	10	
y	Φινείδαις	104291692	16.9	244995	Φινείδαις	5963	1455a	10	
y	·	104291693	16.9	244995	·	5964	1455a	10	
y	ἰδοῦσαι	104291694	16.9	244996	ἰδοῦσαι	5965	1455a	10	
y	γὰρ	104291695	16.9	244996	γὰρ	5966	1455a	10	
y	τὸν	104291696	16.9	244996	τὸν	5967	1455a	10	
y	τόπον	104291697	16.9	244996	τόπον	5968	1455a	10	
y	συνελογίσαντο	104291698	16.9	244996	συνελογίσαντο	5969	1455a	10	
y	τὴν	104291699	16.9	244996	τὴν	5970	1455a	10	
y	εἱμαρμένην	104291700	16.9	244996	εἱμαρμένην	5971	1455a	10	
n	,	104291701	16.9	244996	KASNA				
y	ὅτι	104291702	16.9	244996	ὅτι	5972	1455a	10	
y	ἐν	104291703	16.9	244996	ἐν	5973	1455a	10	
y	τούτῳ	104291704	16.9	244996	τούτῳ	5974	1455a	10	
y	εἵμαρτο	104291705	16.9	244996	εἵμαρτο	5975	1455a	10	
y	ἀποθανεῖν	104291706	16.9	244996	ἀποθανεῖν	5976	1455a	10	
y	αὐταῖς	104291707	16.9	244996	αὐταῖς	5977	1455a	10	
n	·	104291708	16.9	244996	,	5978	1455a	10	
y	καὶ	104291709	16.9	244997	καὶ	5979	1455a	10	
y	γὰρ	104291710	16.9	244997	γὰρ	5980	1455a	10	
y	ἐξετέθησαν	104291711	16.9	244997	ἐξετέθησαν	5981	1455a	10	
y	ἐνταῦθα	104291712	16.9	244997	ἐνταῦθα	5982	1455a	10	
y	.	104291713	16.9	244997	.	5983	1455a	10	
n	ἔστι	104291714	16.10	244998	ἔστιν	5984	1455a	10	
y	δέ	104291715	16.10	244998	δέ	5985	1455a	10	
y	τις	104291716	16.10	244998	τις	5986	1455a	10	
y	καὶ	104291717	16.10	244998	καὶ	5987	1455a	10	
y	συνθετὴ	104291718	16.10	244998	συνθετὴ	5988	1455a	10	
y	ἐκ	104291719	16.10	244998	ἐκ	5989	1455a	10	
y	παραλογισμοῦ	104291720	16.10	244998	παραλογισμοῦ	5990	1455a	10	
y	τοῦ	104291721	16.10	244998	τοῦ	5991	1455a	10	
y	θεάτρου	104291722	16.10	244998	θεάτρου	5992	1455a	10	
y	,	104291723	16.10	244998	,	5993	1455a	10	
y	οἷον	104291724	16.10	244998	οἷον	5994	1455a	10	
y	ἐν	104291725	16.10	244998	ἐν	5995	1455a	10	
y	τῷ	104291726	16.10	244998	τῷ	5996	1455a	10	
y	Ὀδυσσεῖ	104291727	16.10	244998	Ὀδυσσεῖ	5997	1455a	10	
y	τῷ	104291728	16.10	244998	τῷ	5998	1455a	10	
y	ψευδαγγέλῳ	104291729	16.10	244998	ψευδαγγέλῳ	5999	1455a	14	
y	·	104291730	16.10	244998	·	6000	1455a	14	
y	τὸ	104291731	16.10	244999	τὸ	6001	1455a	14	
y	μὲν	104291732	16.10	244999	μὲν	6002	1455a	14	
y	γὰρ	104291733	16.10	244999	γὰρ	6003	1455a	14	
n	BEKNA				τὸ	6004	1455a	14	
y	τόξον	104291734	16.10	244999	τόξον	6005	1455a	14	
n	BEKNA				ἐντείνειν	6006	1455a	14	
n	BEKNA				,	6007	1455a	14	
n	BEKNA				ἄλλον	6008	1455a	14	
n	BEKNA				δὲ	6009	1455a	14	
n	BEKNA				μηδένα	6010	1455a	14a	
n	BEKNA				,	6011	1455a	14a	
n	BEKNA				πεποιημένον	6012	1455a	14a	
n	BEKNA				ὑπὸ	6013	1455a	14a	
n	BEKNA				τοῦ	6014	1455a	14a	
n	BEKNA				ποιητοῦ	6015	1455a	14a	
n	BEKNA				καὶ	6016	1455a	14a	
n	BEKNA				ὑπόθεσις	6017	1455a	14a	
n	BEKNA				,	6018	1455a	14a	
n	BEKNA				καὶ	6019	1455a	14b	
n	BEKNA				εἴ	6020	1455a	14b	
n	BEKNA				γε	6021	1455a	14b	
n	BEKNA				τὸ	6022	1455a	14b	
n	BEKNA				τόξον	6023	1455a	14b	
y	ἔφη	104291735	16.10	244999	ἔφη	6024	1455a	14b	
y	γνώσεσθαι	104291736	16.10	244999	γνώσεσθαι	6025	1455a	14b	
y	ὃ	104291737	16.10	244999	ὃ	6026	1455a	14b	
y	οὐχ	104291738	16.10	244999	οὐχ	6027	1455a	14b	
y	ἑωράκει	104291739	16.10	244999	ἑωράκει	6028	1455a	14b	
n	,	104291740	16.10	244999	·	6029	1455a	14b	
n	ὁ	104291741	16.10	244999	τὸ	6030	1455a	15	
n	δέ	104291742	16.10	244999	δὲ	6031	1455a	15	
n	,	104291743	16.10	244999	KASNA				
y	ὡς	104291744	16.10	244999	ὡς	6032	1455a	15	
y	δι’	104291745	16.10	244999	δι’	6033	1455a	15	
y	ἐκείνου	104291746	16.10	244999	ἐκείνου	6034	1455a	15	
y	ἀναγνωριοῦντος	104291747	16.10	244999	ἀναγνωριοῦντος	6035	1455a	15	
n	,	104291748	16.10	244999	KASNA				
y	διὰ	104291749	16.10	244999	διὰ	6036	1455a	15	
y	τούτου	104291750	16.10	244999	τούτου	6037	1455a	15	
n	ἐποίησε	104291751	16.10	244999	ποιῆσαι	6038	1455a	15	
n	παραλογισμόν	104291752	16.10	244999	παραλογισμός	6039	1455a	15	
y	.	104291753	16.10	244999	.	6040	1455a	15	
y	πασῶν	104291754	16.11	245000	πασῶν	6041	1455a	15	
y	δὲ	104291755	16.11	245000	δὲ	6042	1455a	15	
y	βελτίστη	104291756	16.11	245000	βελτίστη	6043	1455a	15	
y	ἀναγνώρισις	104291757	16.11	245000	ἀναγνώρισις	6044	1455a	15	
y	ἡ	104291758	16.11	245000	ἡ	6045	1455a	15	
y	ἐξ	104291759	16.11	245000	ἐξ	6046	1455a	15	
y	αὐτῶν	104291760	16.11	245000	αὐτῶν	6047	1455a	15	
y	τῶν	104291761	16.11	245000	τῶν	6048	1455a	15	
y	πραγμάτων	104291762	16.11	245000	πραγμάτων	6049	1455a	15	
y	,	104291763	16.11	245000	,	6050	1455a	15	
y	τῆς	104291764	16.11	245000	τῆς	6051	1455a	15	
y	ἐκπλήξεως	104291765	16.11	245000	ἐκπλήξεως	6052	1455a	15	
y	γιγνομένης	104291766	16.11	245000	γιγνομένης	6053	1455a	15	
y	δι’	104291767	16.11	245000	δι’	6054	1455a	15	
y	εἰκότων	104291768	16.11	245000	εἰκότων	6055	1455a	15	
y	,	104291769	16.11	245000	,	6056	1455a	15	
y	οἷον	104291770	16.11	245000	οἷον	6057	1455a	15	
n	ἡ	104291771	16.11	245000	KASNA				
y	ἐν	104291772	16.11	245000	ἐν	6058	1455a	15	
y	τῷ	104291773	16.11	245000	τῷ	6059	1455a	15	
y	Σοφοκλέους	104291774	16.11	245000	Σοφοκλέους	6060	1455a	15	
y	Οἰδίποδι	104291775	16.11	245000	Οἰδίποδι	6061	1455a	15	
y	καὶ	104291776	16.11	245000	καὶ	6062	1455a	15	
y	τῇ	104291777	16.11	245000	τῇ	6063	1455a	15	
y	Ἰφιγενείᾳ	104291778	16.11	245000	Ἰφιγενείᾳ	6064	1455a	15	
y	·	104291779	16.11	245000	·	6065	1455a	15	
y	εἰκὸς	104291780	16.11	245001	εἰκὸς	6066	1455a	15	
y	γὰρ	104291781	16.11	245001	γὰρ	6067	1455a	15	
y	βούλεσθαι	104291782	16.11	245001	βούλεσθαι	6068	1455a	15	
y	ἐπιθεῖναι	104291783	16.11	245001	ἐπιθεῖναι	6069	1455a	15	
y	γράμματα	104291784	16.11	245001	γράμματα	6070	1455a	15	
y	.	104291785	16.11	245001	.	6071	1455a	15	
y	αἱ	104291786	16.11	245002	αἱ	6072	1455a	15	
y	γὰρ	104291787	16.11	245002	γὰρ	6073	1455a	15	
y	τοιαῦται	104291788	16.11	245002	τοιαῦται	6074	1455a	15	
y	μόναι	104291789	16.11	245002	μόναι	6075	1455a	15	
y	ἄνευ	104291790	16.11	245002	ἄνευ	6076	1455a	20	
y	τῶν	104291791	16.11	245002	τῶν	6077	1455a	20	
y	πεποιημένων	104291792	16.11	245002	πεποιημένων	6078	1455a	20	
y	σημείων	104291793	16.11	245002	σημείων	6079	1455a	20	
y	καὶ	104291794	16.11	245002	καὶ	6080	1455a	20	
y	περιδεραίων	104291795	16.11	245002	περιδεραίων	6081	1455a	20	
y	.	104291796	16.11	245002	.	6082	1455a	20	
y	δεύτεραι	104291797	16.12	245003	δεύτεραι	6083	1455a	20	
y	δὲ	104291798	16.12	245003	δὲ	6084	1455a	20	
y	αἱ	104291799	16.12	245003	αἱ	6085	1455a	20	
y	ἐκ	104291800	16.12	245003	ἐκ	6086	1455a	20	
y	συλλογισμοῦ	104291801	16.12	245003	συλλογισμοῦ	6087	1455a	20	
y	.	104291802	16.12	245003	.	6088	1455a	20	
y	δεῖ	104291803	17.1	245004	δεῖ	6089	1455a	20	
y	δὲ	104291804	17.1	245004	δὲ	6090	1455a	20	
y	τοὺς	104291805	17.1	245004	τοὺς	6091	1455a	20	
y	μύθους	104291806	17.1	245004	μύθους	6092	1455a	20	
y	συνιστάναι	104291807	17.1	245004	συνιστάναι	6093	1455a	20	
y	καὶ	104291808	17.1	245004	καὶ	6094	1455a	20	
y	τῇ	104291809	17.1	245004	τῇ	6095	1455a	20	
y	λέξει	104291810	17.1	245004	λέξει	6096	1455a	20	
y	συναπεργάζεσθαι	104291811	17.1	245004	συναπεργάζεσθαι	6097	1455a	20	
y	ὅτι	104291812	17.1	245004	ὅτι	6098	1455a	20	
y	μάλιστα	104291813	17.1	245004	μάλιστα	6099	1455a	20	
y	πρὸ	104291814	17.1	245004	πρὸ	6100	1455a	20	
y	ὀμμάτων	104291815	17.1	245004	ὀμμάτων	6101	1455a	20	
y	τιθέμενον	104291816	17.1	245004	τιθέμενον	6102	1455a	20	
y	·	104291817	17.1	245004	·	6103	1455a	20	
y	οὕτω	104291818	17.1	245005	οὕτω	6104	1455a	20	
y	γὰρ	104291819	17.1	245005	γὰρ	6105	1455a	20	
y	ἂν	104291820	17.1	245005	ἂν	6106	1455a	20	
y	ἐναργέστατα	104291821	17.1	245005	ἐναργέστατα	6107	1455a	20	
n	BEKNA				ὁ	6108	1455a	20	deleted
y	ὁρῶν	104291822	17.1	245005	ὁρῶν	6109	1455a	20	
n	,	104291823	17.1	245005	KASNA				
y	ὥσπερ	104291824	17.1	245005	ὥσπερ	6110	1455a	20	
y	παρ’	104291825	17.1	245005	παρ’	6111	1455a	20	
y	αὐτοῖς	104291826	17.1	245005	αὐτοῖς	6112	1455a	20	
y	γιγνόμενος	104291827	17.1	245005	γιγνόμενος	6113	1455a	20	
y	τοῖς	104291828	17.1	245005	τοῖς	6114	1455a	20	
y	πραττομένοις	104291829	17.1	245005	πραττομένοις	6115	1455a	25	
n	,	104291830	17.1	245005	KASNA				
y	εὑρίσκοι	104291831	17.1	245005	εὑρίσκοι	6116	1455a	25	
y	τὸ	104291832	17.1	245005	τὸ	6117	1455a	25	
y	πρέπον	104291833	17.1	245005	πρέπον	6118	1455a	25	
n	,	104291834	17.1	245005	KASNA				
y	καὶ	104291835	17.1	245005	καὶ	6119	1455a	25	
n	ἥκιστ’	104291836	17.1	245005	ἥκιστα	6120	1455a	25	
y	ἂν	104291837	17.1	245005	ἂν	6121	1455a	25	
n	λανθάνοιτο	104291838	17.1	245005	λανθάνοι	6122	1455a	25	
n	BEKNA				τὸ	6123	1455a	25	deleted
y	τὰ	104291839	17.1	245005	τὰ	6124	1455a	25	
y	ὑπεναντία	104291840	17.1	245005	ὑπεναντία	6125	1455a	25	
y	.	104291841	17.1	245005	.	6126	1455a	25	
y	σημεῖον	104291842	17.2	245006	σημεῖον	6127	1455a	25	
y	δὲ	104291843	17.2	245006	δὲ	6128	1455a	25	
y	τούτου	104291844	17.2	245006	τούτου	6129	1455a	25	
y	ὃ	104291845	17.2	245006	ὃ	6130	1455a	25	
y	ἐπετιμᾶτο	104291846	17.2	245006	ἐπετιμᾶτο	6131	1455a	25	
y	Καρκίνῳ	104291847	17.2	245006	Καρκίνῳ	6132	1455a	25	
n	·	104291848	17.2	245006	.	6133	1455a	25	
y	ὁ	104291849	17.2	245007	ὁ	6134	1455a	25	
y	γὰρ	104291850	17.2	245007	γὰρ	6135	1455a	25	
y	Ἀμφιάραος	104291851	17.2	245007	Ἀμφιάραος	6136	1455a	25	
y	ἐξ	104291852	17.2	245007	ἐξ	6137	1455a	25	
y	ἱεροῦ	104291853	17.2	245007	ἱεροῦ	6138	1455a	25	
y	ἀνῄει	104291854	17.2	245007	ἀνῄει	6139	1455a	25	
y	,	104291855	17.2	245007	,	6140	1455a	25	
y	ὃ	104291856	17.2	245007	ὃ	6141	1455a	25	
y	μὴ	104291857	17.2	245007	μὴ	6142	1455a	25	
y	ὁρῶντα	104291858	17.2	245007	ὁρῶντα	6143	1455a	25	
y	τὸν	104291859	17.2	245007	τὸν	6144	1455a	25	deleted
y	θεατὴν	104291860	17.2	245007	θεατὴν	6145	1455a	25	deleted
y	ἐλάνθανεν	104291861	17.2	245007	ἐλάνθανεν	6146	1455a	25	
y	,	104291862	17.2	245007	,	6147	1455a	25	
y	ἐπὶ	104291863	17.2	245007	ἐπὶ	6148	1455a	25	
y	δὲ	104291864	17.2	245007	δὲ	6149	1455a	25	
y	τῆς	104291865	17.2	245007	τῆς	6150	1455a	25	
y	σκηνῆς	104291866	17.2	245007	σκηνῆς	6151	1455a	25	
n	ἐξέπεσε	104291867	17.2	245007	ἐξέπεσεν	6152	1455a	25	
n	,	104291868	17.2	245007	KASNA				
y	δυσχερανάντων	104291869	17.2	245007	δυσχερανάντων	6153	1455a	25	
y	τοῦτο	104291870	17.2	245007	τοῦτο	6154	1455a	25	
y	τῶν	104291871	17.2	245007	τῶν	6155	1455a	25	
y	θεατῶν	104291872	17.2	245007	θεατῶν	6156	1455a	25	
y	.	104291873	17.2	245007	.	6157	1455a	25	
y	ὅσα	104291874	17.3	245008	ὅσα	6158	1455a	25	
y	δὲ	104291875	17.3	245008	δὲ	6159	1455a	25	
n	δυνατόν	104291876	17.3	245008	δυνατὸν	6160	1455a	25	
n	,	104291877	17.3	245008	KASNA				
y	καὶ	104291878	17.3	245008	καὶ	6161	1455a	25	
y	τοῖς	104291879	17.3	245008	τοῖς	6162	1455a	25	
n	σχήμασι	104291880	17.3	245008	σχήμασιν	6163	1455a	25	
y	συναπεργαζόμενον	104291881	17.3	245008	συναπεργαζόμενον	6164	1455a	30	
n	.	104291882	17.3	245008	·	6165	1455a	30	
y	πιθανώτατοι	104291883	17.3	245009	πιθανώτατοι	6166	1455a	30	
y	γὰρ	104291884	17.3	245009	γὰρ	6167	1455a	30	
y	ἀπὸ	104291885	17.3	245009	ἀπὸ	6168	1455a	30	
y	τῆς	104291886	17.3	245009	τῆς	6169	1455a	30	
y	αὐτῆς	104291887	17.3	245009	αὐτῆς	6170	1455a	30	
y	φύσεως	104291888	17.3	245009	φύσεως	6171	1455a	30	
y	οἱ	104291889	17.3	245009	οἱ	6172	1455a	30	
y	ἐν	104291890	17.3	245009	ἐν	6173	1455a	30	
y	τοῖς	104291891	17.3	245009	τοῖς	6174	1455a	30	
y	πάθεσίν	104291892	17.3	245009	πάθεσίν	6175	1455a	30	
n	εἰσι	104291893	17.3	245009	εἰσιν	6176	1455a	30	
y	,	104291894	17.3	245009	,	6177	1455a	30	
y	καὶ	104291895	17.3	245009	καὶ	6178	1455a	30	
y	χειμαίνει	104291896	17.3	245009	χειμαίνει	6179	1455a	30	
y	ὁ	104291897	17.3	245009	ὁ	6180	1455a	30	
y	χειμαζόμενος	104291898	17.3	245009	χειμαζόμενος	6181	1455a	30	
y	καὶ	104291899	17.3	245009	καὶ	6182	1455a	30	
y	χαλεπαίνει	104291900	17.3	245009	χαλεπαίνει	6183	1455a	30	
y	ὁ	104291901	17.3	245009	ὁ	6184	1455a	30	
y	ὀργιζόμενος	104291902	17.3	245009	ὀργιζόμενος	6185	1455a	30	
y	ἀληθινώτατα	104291903	17.3	245009	ἀληθινώτατα	6186	1455a	30	
y	.	104291904	17.3	245009	.	6187	1455a	30	
y	διὸ	104291905	17.4	245010	διὸ	6188	1455a	30	
y	εὐφυοῦς	104291906	17.4	245010	εὐφυοῦς	6189	1455a	30	
y	ἡ	104291907	17.4	245010	ἡ	6190	1455a	30	
y	ποιητική	104291908	17.4	245010	ποιητική	6191	1455a	30	
y	ἐστιν	104291909	17.4	245010	ἐστιν	6192	1455a	30	
y	ἢ	104291910	17.4	245010	ἢ	6193	1455a	30	
y	μανικοῦ	104291911	17.4	245010	μανικοῦ	6194	1455a	30	
y	·	104291912	17.4	245010	·	6195	1455a	30	
y	τούτων	104291913	17.4	245011	τούτων	6196	1455a	30	
y	γὰρ	104291914	17.4	245011	γὰρ	6197	1455a	30	
y	οἱ	104291915	17.4	245011	οἱ	6198	1455a	30	
y	μὲν	104291916	17.4	245011	μὲν	6199	1455a	30	
y	εὔπλαστοι	104291917	17.4	245011	εὔπλαστοι	6200	1455a	30	
y	οἱ	104291918	17.4	245011	οἱ	6201	1455a	30	
y	δὲ	104291919	17.4	245011	δὲ	6202	1455a	30	
n	ἐξεταστικοί	104291920	17.4	245011	ἐκστατικοί	6203	1455a	30	
y	εἰσιν	104291921	17.4	245011	εἰσιν	6204	1455a	30	
y	.	104291922	17.4	245011	.	6205	1455a	30	
y	τούς	104291923	17.5	245012	τούς	6206	1455a	30	
y	τε	104291924	17.5	245012	τε	6207	1455a	30	
y	λόγους	104291925	17.5	245012	λόγους	6208	1455a	30	
n	BEKNA				καὶ	6209	1455a	30	
y	τοὺς	104291926	17.5	245012	τοὺς	6210	1455a	30	
y	πεποιημένους	104291927	17.5	245012	πεποιημένους	6211	1455a	30	
y	δεῖ	104291928	17.5	245012	δεῖ	6212	1455a	30	
y	καὶ	104291929	17.5	245012	καὶ	6213	1455a	30	
y	αὐτὸν	104291930	17.5	245012	αὐτὸν	6214	1455a	30	
y	ποιοῦντα	104291931	17.5	245012	ποιοῦντα	6215	1455a	30	
y	ἐκτίθεσθαι	104291932	17.5	245012	ἐκτίθεσθαι	6216	1455a	30	
y	καθόλου	104291933	17.5	245012	καθόλου	6217	1455a	30	
y	,	104291934	17.5	245012	,	6218	1455a	30	
y	εἶθ’	104291935	17.5	245012	εἶθ’	6219	1455b	1	
y	οὕτως	104291936	17.5	245012	οὕτως	6220	1455b	1	
y	ἐπεισοδιοῦν	104291937	17.5	245012	ἐπεισοδιοῦν	6221	1455b	1	
y	καὶ	104291938	17.5	245012	καὶ	6222	1455b	1	
y	παρατείνειν	104291939	17.5	245012	παρατείνειν	6223	1455b	1	
y	.	104291940	17.5	245012	.	6224	1455b	1	
y	λέγω	104291941	17.6	245013	λέγω	6225	1455b	1	
y	δὲ	104291942	17.6	245013	δὲ	6226	1455b	1	
y	οὕτως	104291943	17.6	245013	οὕτως	6227	1455b	1	
y	ἂν	104291944	17.6	245013	ἂν	6228	1455b	1	
y	θεωρεῖσθαι	104291945	17.6	245013	θεωρεῖσθαι	6229	1455b	1	
y	τὸ	104291946	17.6	245013	τὸ	6230	1455b	1	
y	καθόλου	104291947	17.6	245013	καθόλου	6231	1455b	1	
y	,	104291948	17.6	245013	,	6232	1455b	1	
y	οἷον	104291949	17.6	245013	οἷον	6233	1455b	1	
y	τῆς	104291950	17.6	245013	τῆς	6234	1455b	1	
y	Ἰφιγενείας	104291951	17.6	245013	Ἰφιγενείας	6235	1455b	1	
n	.	104291952	17.6	245013	·	6236	1455b	1	
y	τυθείσης	104291953	17.6	245014	τυθείσης	6237	1455b	1	
y	τινὸς	104291954	17.6	245014	τινὸς	6238	1455b	1	
y	κόρης	104291955	17.6	245014	κόρης	6239	1455b	1	
y	καὶ	104291956	17.6	245014	καὶ	6240	1455b	1	
y	ἀφανισθείσης	104291957	17.6	245014	ἀφανισθείσης	6241	1455b	1	
