Unit	Greek (full — Bekker text)	Arabic (full — Tkatsch)	Gk:Ar	Align.	Rendering	Concern / note
16.4	Δεύτεραι δὲ αἱ πεποιημέναι ὑπὸ τοῦ ποιητοῦ, διὸ ἄτεχνοι· οἷον Ὀρέστης ἐν τῇ Ἰφιγενείᾳ ἀνεγνώρισε τὴν ἀδελφήν, ἀναγνωρισθεὶς ὑπ᾿ ἐκείνης· ἐκείνη μὲν γὰρ διὰ τῆς ἐπιστολῆς, ἐκεῖνος δὲ διὰ σημείων.	‏والثوانى التى علمها الشاعر لهذا السبب بلا صناعة مثل جانب المعروفة بباغانيا وهو الذى به استدلت اباغانيا انه ارسطس وذلك انه اما تلك فبالرسالة الى ذاك واما هذا فيخبر	1:1	High	Moderate	Iphigenia=(a)bāghāniyā; Orestes=arsṭus
16.5	Ταῦτα οὖν αὐτὸς λέγει ἃ βούλεται ὁ ποιητής, ἀλλ᾿ οὐχ ὁ μῦθος.	‏بما يريده الشاعر لا الخرافة وحكاية الحديث	1:1	High	Clean	'the poet says what he wants, not the mythos'
16.6	Διὸ ἐγγὺς τῆς εἰρημένης ἁμαρτίας ἐστίν· ἐξῆν γὰρ ἂν ἔνια καὶ ἐνεγκεῖν.	‏ولهذا السبب صار هذا بالقرب من الزلل الذى خبر به وقد يوجد اخر يقتصب بحسب هذا الراى	1:1	High	Moderate	second half ('could have brought…') likely dropped
16.7	Καὶ ἐν τῷ Σοφοκλέους Τηρεῖ ἡ τῆς κερκίδος φωνή.	‏وهذه فيما قاله سوفقلس من انه سمع صوت ساعد ممتهن	1:1	Medium	Severe	Sophocles' Tereus: Tereus lost; kerkis(shuttle)→sāʿid(?)
16.8	Τρίτη δὲ ἡ διὰ μνήμης, τῷ αἰσθέσθαι τι ἰδόντα, ὥσπερ ἡ ἐν Κυπρίοις τοῖς Δικαιογένους, ἰδὼν γὰρ τὴν γραφὴν ἔκλαυσεν, καὶ ἡ ἐν Ἀλκίνου ἀπολόγῳ, ἀκούων γὰρ τοῦ κιθαριστοῦ καὶ μνησθεὶς ἐδάκρυσεν· ὅθεν ἀνεγνωρίσθησαν.	‏والثالث هو ان يكون ينال الانسان ان يحس عند ما يرى كالحال فيما كان باهل ديقوغانس فى قبرس فانه قال انه لما راى الكتابات بكا وكذلك امر اهل القينس من القول فانه لما سمع العواد وتذكر دمع ومن هنالك عرف بعضهم بعضا	1:1	High	Moderate	recognition by memory; Dikaiogenes=dīqūghāns; Kyprioi=Qubrus; kitharistēs=al-ʿawwād
16.9	Τετάρτη δὲ ἡ ἐκ συλλογισμοῦ, οἷον ἐν Χοηφόροις, ὅτι ὅμοιός τις ἐλήλυθεν, ὅμοιος δὲ οὐθεὶς ἀλλ᾿ ἢ Ὀρέστης· οὗτος ἄρα ἐλήλυθεν.	‏واما الرابع فما يخطر بالفكر بمنزلة انه اتا من هو شبيه بالمكفنين لانسان ولم يات احد يشبه الا ارسطس فهذا اذا هو الذى اتا	1:1	High	Moderate	syllogismos=mā yakhṭur bi-l-fikr; Choēphoroi=al-mukaffanīn; Orestes=arsṭus
16.10	Καὶ ἡ Πολυείδου τοῦ σοφιστοῦ περὶ τῆς Ἰφιγενείας· εἰκὸς γὰρ τὸν Ὀρέστην συλλογίσασθαι ὅτι ἥ τ᾿ ἀδελφὴ ἐτύθη καὶ αὐτῷ συμβαίνει θύεσθαι.	‏واما السوفسطانى فعند ما نظر فى لامور نظرا كثيرا قبل ايباغانيا على الحقيقة ظن بارسطس انه هو نفسه فكر ان اخته ذبحت وانه عرض انها انما كانت تضحى له	1:1	High	Moderate	Polyeidos sophistēs=al-sūfsṭānī; Iphigenia; Orestes
16.11	Καὶ ἡ ἐν τῷ τοῦ θεοδέκτου Τυδεῖ, ὅτι ἐλθὼν ὡς εὑρήσων υἱὸν αὐτὸς ἀπόλλυται.	‏وقال ايضا ثااودقطس	1:1	Low	Severe	Theodektes' Tydeus: content (finding son / perishing) lost, only name survives
16.12	Καὶ ἡ ἐν τοῖς Φινείδαις· ἰδοῦσαι γὰρ τὸν τόπον συνελογίσαντο τὴν εἱμαρμένην, ὅτι ἐν τούτῳ εἵμαρτο ἀποθανεῖν αὐταῖς· καὶ γὰρ ἐξετέθησαν ἐνταῦθα.	‏انه عندما لسفينيدس من انها عند ما جات ونظرت الى الموضع فكرت فى باب القضا واخطر به ببالها انه جميعهن بهذا قضى عليهم ان يمتن وذلك انهم ٮٮحرحوں بالامر	1:1	Medium	Severe	Phineidai=lasfīnīds(?); heimarmenē=al-qaḍāʾ
16.13	Ἔστι δέ τις καὶ συνθετὴ ἐκ παραλογισμοῦ τοῦ θεάτρου, οἷον ἐν τῷ Ὀδυσσεῖ τῷ ψευδαγγέλῳ· τὸ μὲν γὰρ τόξον ἔφη γνώσεσθαι ὃ οὐχ ἑωράκει, ὁ δέ, ὡς δι᾿ ἐκείνου ἀναγνωριοῦντος, διὰ τούτου ἐποίησε παραλογισμόν.	‏وقد يوجد ضرب اخر ايضا مركب الماخوذ من مغالطة القياس التى لثااطرن بمنزلة فيما دون من امر اودوسيا ذلك المبشر الطاهر وذلك ان من القوس زعم انه ليس يمكن انسان اخر فقد قال ذلك الشاعر والخير ايضا الذى اتى فى ذلك قد خبر فيه في امر القوس ليعرف ما لم يروا ما القول انه بتوسط ذاك كاٮٮ ٮعرف ففى هذا كانت المغالطة فى القياس	1:1	High	Moderate	paralogismos=mughālaṭat al-qiyās; Odysseus pseudangelos; toxon=al-qaws
16.14	Πασῶν δὲ βελτίστη ἀναγνώρισις ἡ ἐξ αὐτῶν τῶν πραγμάτων, τῆς ἐκπλήξεως γιγνομένης δι᾿ εἰκότων, οἷον ἡ ἐν τῷ Σοφοκλέους Οἰδίποδι καὶ τῇ Ἰφιγενείᾳ· εἰκὸς γὰρ βούλεσθαι ἐπιθεῖναι γράμματα.	‏غير ان الاستدلال الفاضل على كل شى فهى الماخوذة من امور الفعل الارادى ولذلك مثل هذا ارى سوفقلس فى اوديفس وفى ايباغانيا ايضا وذلك انه قد كان يريد على الحقيقة ان يدون فى ذلك كلام	1:1	High	Moderate	best recognition; Sophocles/Oedipus; Iphigenia; grammata=kalām
16.15	Αἱ γὰρ τοιαῦται μόναι ἄνευ τῶν πεποιημένων σημείων καὶ περιδεραίων.	‏وذلك ان هذه الامور هى وحدها فقط بلا اشيا معمولة وبلا اشيا فى العنق	1:1	High	Moderate	peridераia=al-ʿunq (necklaces)
16.16	Δεύτεραι δὲ αἱ ἐκ συλλογισμοῦ.	‏والثانى من القياس	1:1	High	Clean	'second, from syllogism'
— CHAPTER 17  (Greek 15 · Arabic 15 units) —						
17.1	Δεῖ δὲ τοὺς μύθους συνιστάναι καὶ τῇ λέξει συναπεργάζεσθαι ὅτι μάλιστα πρὸ ὀμμάτων τιθέμενον· οὕτω γὰρ ἂν ἐναργέστατα ὁρῶν, ὥσπερ παρ᾿ αὐτοῖς γιγνόμενος τοῖς πραττομένοις, εὑρίσκοι τὸ πρέπον, καὶ ἥκιστ᾿ ἂν λανθάνοιτο τὰ ὑπεναντία.	‏وقد ينبغى ان تقوم الخرافات وتتمم بالمقولة من قبل ان الامور توضع امام العينين جدا وذلك انه على هذه الجهة عند ما برى الشاعر على ما عند الامور المعمولة انفسها وعند ما يصير هناك يجد الشى الاولى والاحرى والاجمل ولا يذهب عليه البتة المضاد لهذه	1:1	High	Moderate	pro ommatōn=amām al-ʿaynayn
17.2	Σημεῖον δὲ τούτου ὃ ἐπετιμᾶτο Καρκίνῳ· ὁ γὰρ Ἀμφιάραος ἐξ ἱεροῦ ἀνῄει, ὃ μὴ ὁρῶντα τὸν θεατὴν ἐλάνθανεν, ἐπὶ δὲ τῆς σκηνῆς ἐξέπεσε, δυσχερανάντων τοῦτο τῶν θεατῶν.	‏ودليل هذا هو ما تبكت به لڡادٯيٮس وذلك ان ذاك صعد فيما يقال الى ذاك كانه صاعد من اٮان اى من الهيكل من حيث لم يكن يرى وكان يذهب على الناظر ووقع فى الخيمة وعند ما يصعٮ السامعين فى هذا	1:1	Medium	Severe	Karkinos garbled; Amphiaraos lost; hieron=al-haykal; skēnē=al-khayma
17.3	Ὅσα δὲ δυνατόν, καὶ τοῖς σχήμασι συναπεργαζόμενον.	‏بمقدار ما كانه يمكن كان يفعل مع الاشكال	1:1	High	Moderate	schēmasi=al-ashkāl
17.4	Πιθανώτατοι γὰρ ἀπὸ τῆς αὐτῆς φύσεως οἱ ἐν τοῖς πάθεσίν εἰσι, καὶ χειμαίνει ὁ χειμαζόμενος καὶ χαλεπαίνει ὁ ὀργιζόμενος ἀληθινώτατα.	‏على مجرى الاذعان والانقياد فالذين هم فى الالام هم فى طبيعة واحدة بعينها وان كان الذى فى الهزاير يتعذب ويتقلب وكان الذى يتسخط بالحق بتصعب	1:1	High	Moderate	those in emotion most convincing
17.5	Διὸ εὐφυοῦς ἡ ποιητική ἐστιν ἢ μανικοῦ· τούτων γὰρ οἱ μὲν εὔπλαστοι οἱ δὲ ἐξεταστικοί εἰσιν.	‏ولذلك فان صناعة الشعر هى للماهو اكثر منها للذين هم تلهين المعقول وذلك ان هولا منهم من هو بسيط عحس	1:1	Medium	Severe	euphyous/manikou (gifted/mad) distinction garbled
17.6	Τούς τε λόγους τοὺς πεποιημένους δεῖ καὶ αὐτὸν ποιοῦντα ἐκτίθεσθαι καθόλου, εἶθ᾿ οὕτως ἐπεισοδιοῦν καὶ παρατείνειν.	‏اعنى فى الاقاويل والخرافات النى عملت وقد يجب عليه هو ايضا ان يكون عند ما يعمل ان يضعها على طريق الكلية ومن بعد ذلك ان ٮتحد يدخل شى وان بركب	1:1	High	Moderate	katholou=al-kulliyya; epeisodioun=yudkhil
17.7	Λέγω δὲ οὕτως ἂν θεωρεῖσθαι τὸ καθόλου, οἷον τῆς Ἰφιγενείας.	‏واعنى بقولى ان يكون معنى الكل بهذا النحو كالحال فى امر ايباغانيا	1:1	High	Clean	Iphigenia
17.8	Τυθείσης τινὸς κόρης καὶ ἀφανισθείσης ἀδήλως τοῖς θύσασιν, ἱδρυνθείσης δὲ εἰς ἄλλην χώραν, ἐν ᾗ νόμος ἦν τοὺς ξένους θύειν τῇ θεῷ, ταύτην ἔσχε τὴν ἱερωσύνην.	‏عند ما نحرت صبية ما واخفيت لكيما لا تظهر قامت بين المنحورين ووضعت فى بلد اخر فوق الٯايم قد كانت السنة جرت فى ذلك البلد ان يضحا لله ضحايا واقتنت هذا الفوز	1:1	High	Moderate	the 'universal' of Iphigenia
17.9	Χρόνῳ δ᾿ ὕστερον τῷ ἀδελφῷ συνέβη ἐλθεῖν τῆς ἱερείας.	‏وفى زمان ما بالاخرة عرض ان قدم اخوها وجا	1:1	High	Clean	
17.10	Τὸ δὲ ὅτι ἀνεῖλεν ὁ θεὸς διά τιν᾿ αἰτίαν ἔξω τοῦ καθόλου ἐλθεῖν ἐκεῖ, καὶ ἐφ᾿ ὅ τι δέ, ἔξω τοῦ μύθου.	‏من قبل ان الوالى احطا من قبل ان العلة هنالك خارج عن معنى الكل وفى البلد وايضا الذى عملت فيه هذه فماذى غير الخرافة	1:1	Medium	Severe	ho theos (the god/oracle) → al-wālī ('the governor')
17.11	Ἐλθὼν δὲ καὶ ληφθεὶς θύεσθαι μέλλων ἀνεγνώρισεν, εἴθ᾿ ὡς Εὐριπίδης εἴθ᾿ ὡς Πολύειδος ἐποίησεν, κατὰ τὸ εἰκὸς εἰπὼν ὅτι οὐκ ἄρα μόνον τὴν ἀδελφὴν ἀλλὰ καὶ αὐτὸν ἔδει τυθῆναι· καὶ ἐντεῦθεν ἡ σωτηρία.	‏مما يخبر به زعم ڡعل الان اد قد حٮت ولها اخذ وقدم ولٮتحد يعرف احيه فان على ما يعمل اوريفدس القينة على مذهب الحق اعواح كثيرة فلانه قال انه ليس اخته اذا كان يجب ان ٮتحد لكن هو ايضا قد كان يجب ان ٮمٮٮل فيه ذلك ومن هاهنا يكون الخلاص	1:1	Medium	Severe	Euripides; Polyeidos dropped; very garbled; sōtēria=al-khalāṣ
17.12	Μετὰ ταῦτα δὲ ἤδη ὑποθέντα τὰ ὀνόματα ἐπεισοδιοῦν, ὅπως δὲ ἔσται οἰκεῖα τὰ ἐπεισόδια σκοπεῖν, οἷον ἐν τῷ Ὀρέστῃ ἡ μανία δι᾿ ἧς ἐλήφθη, καὶ ἡ σωτηρία διὰ τῆς καθάρσεως.	‏ومن ذلك يدخل اسما قد وصڡت وفرغ من وصڡها ويكون الاسما المداخلة مناسبة بمنزلة ما لاورسطس وهو الذى تدبيره كان الخلاص بالطهير	1:1	High	Moderate	Orestes; katharsis=al-ṭahīr
17.13	Ἐν μὲν οὖν τοῖς δράμασι τὰ ἐπεισόδια σύντομα, ἡ δ᾿ ἐποποιία τούτοις μηκύνεται.	‏الا فى القينات الدخيلة هى معتدلة وما صنعه الانواع فى هذه فتطول	1:1	Medium	Moderate	epeisodia short in drama, long in epic
17.14	Τῆς γὰρ Ὀδυσσείας μακρὸς ὁ λόγος ἐστίν, ἀποδημοῦντός τινος ἔτη πολλὰ καὶ παραφυλαττομένου ὑπὸ τοῦ Ποσειδῶνος καὶ μόνου ὄντος, ἔτι δὲ τῶν οἴκοι οὕτως ἐχόντων ὥστε τὰ χρήματα ὑπὸ μνηστήρων ἀναλίσκεσθαι καὶ τὸν υἱὸν ἐπιβουλεύεσθαι· αὐτὸς δὲ ἀφικνεῖται χειμασθείς, καὶ ἀναγνωρίσας τινὰς αὐτοῖς ἐπιθέμενος αὐτὸς μὲν ἐσώθη, τοὺς δ᾿ ἐχθροὺς διέφθειρεν.	‏وذلك ان لاودوسيا فالقول ليس هو بالطويل فانه عند ما شخص انسان وغاب سنين كثيرة قد ٮٮڡاق عن فوسيدس وقد كان وحيد وايضا فان حال من كانت حال انه الامر معها ان باد جميع املاكه فى الخطاب والملاملات وان يمكرون به ويحوبونه واما هو فبلغ بعد ان تاه تيه كثيرا ولما ٮڡرق اناس ما اما هو فشقا شقيا عظيما ونجا وتخلص واما اعداه فابادهم	1:1	High	Severe	Odyssey; Poseidon=fūsīds; 'the story is long' → 'is NOT long' (inversion)
17.15	Τὸ μὲν οὖν ἴδιον τοῦτο, τὰ δ᾿ ἄλλα ἐπεισόδια.	‏فهذه هى خاصية هذا واما الاشيا الاخر فهى دخيلة	1:1	High	Clean	
— CHAPTER 18  (Greek 18 · Arabic 18 units) —						
18.1	Ἔστι δὲ πάσης τραγῳδίας τὸ μὲν δέσις τὸ δὲ λύσις, τὰ μὲν ἔξωθεν καὶ ἔνια τῶν ἔσωθεν πολλάκις ἡ δέσις, τὸ δὲ λοιπὸν ἡ λύσις.	‏وكل مديح فشى منها حل وشى ما رباط اما اشيا التى من خارج والافراد من داخل فى بعض الاوقات فالرباطات التى من الابتدا الى هذا الجزو	1:1	High	Moderate	desis=ribāṭ; lysis=ḥall
18.2	Λέγω δὲ δέσιν μὲν εἶναι τὴν ἀπ᾿ ἀρχῆς μέχρι τούτου τοῦ μέρους ὃ ἔσχατόν ἐστιν, ἐξ οὗ μεταβαίνει εἰς εὐτυχίαν, λύσιν δὲ τὴν ἀπὸ τῆς ἀρχῆς τῆς μεταβάσεως μέχρι τέλους, ὥσπερ ἐν τῷ Λυγκεῖ τῷ Θεοδέκτου δέσις μὲν τά τε προπεπραγμένα καὶ ἡ τοῦ παιδίου λῆψις, λύσις δ᾿ ἡ ἀπὸ τῆς αἰτιάσεως τοῦ θανάτου μέχρι τοῦ τέλους.	‏وهى تلك التى هى اقليه ومنها يكون العبور اما النجاح والفلاح واما الى لا نجاح ولا فلاح واما الانحلال فهو كان من اول العبور الى اخره كحال رباط ثاوداقطس فى اوعى اما الارتباط فالتى تقدمت فكتبت واخذ الطفل وايضا فالتى علٮها واما الانحلال فذاك الذى هو من اوعى الى الموت والى الانقضى	1:1	High	Moderate	Lynceus=awʿā(?); Theodektes=thāwdāqṭus; paidiou lēpsis=akhdh al-ṭifl
18.3	Τραγῳδίας δὲ εἴδη εἰσὶ τέσσαρα· τοσαῦτα γὰρ καὶ τὰ μέρη ἐλέχθη.	‏وانواع المدايح اربعة انواع وهذا كله قيل انه احرايضا	1:1	High	Clean	four kinds of tragedy
18.4	Ἡ μὲν πεπλεγμένη, ἧς τὸ ὅλον ἐστὶ περιπέτεια καὶ ἀναγνώρισις· ἡ δὲ παθητική, οἷον οἵ τε Αἴαντες καὶ οἱ Ἰξίονες· ἡ δὲ ἠθική, οἷον αἱ Φθιώτιδες καὶ ὁ Πηλεύς· τὸ δὲ τέταρτον, οἷον αἵ τε Φορκίδες καὶ Προμηθεὺς καὶ ὅσα ἐν ᾅδου.	‏فاحها مقترن مولف والاحر الاداره والتقليب الذى فى الكل والاستدلال والاخر هى انفعالية بمنزلة افثوطيدس وفيلوس ايضا والرابع فامور فوقيداس وافروميثوس وما قيل لهما وهو ان التى فى الجحيم	1:1	Medium	Severe	Aiantes/Ixiones lost; Phthiotides/Peleus/Phorkides/Prometheus garbled; Hadou=al-jaḥīm
18.5	Μάλιστα μὲν οὖν ἅπαντα δεῖ πειρᾶσθαι ἔχειν, εἰ δὲ μή, τὰ μέγιστα καὶ πλεῖστα, ἄλλως τε καὶ ὡς νῦν συκοφαντοῦσι τοὺς ποιητάς· γεγονότων γὰρ καθ᾿ ἕκαστον μέρος ἀγαθῶν ποιητῶν, ἕκαστον τοῦ ἰδίου ἀγαθοῦ ἀξιοῦσι τὸν ἕνα ὑπερβάλλειν.	‏هى ممتحنة مجربة فى كل شى وان لم يكن هكذى فهى لا محالة فى اشيا عظام وكٮيرة وانهم يتهمون وٮٯسمون الشعرا على جهة اخرى كما الان وذلك انه لما كان فى كل جزو وحيد شعرا جياد حداق هم يوهلون كل انسان لخيره الخاص	1:1	Medium	Moderate	sykophantousi=yattahimūn
18.6	Δίκαιον δὲ καὶ τραγῳδίαν ἄλλην καὶ τὴν αὐτὴν λέγειν οὐδὲν ἴσως τῷ μύθῳ.	‏وقد ينبغى الا يكون هم يوهلون كل انسان للخير الخاص به وقد كان يجب الا يكون لا مديح اخر ولا هذا ان يقال للخرافة	1:1	Medium	Moderate	
18.7	Τοῦτο δέ, ὧν ἡ αὐτὴ πλοκὴ καὶ λύσις.	‏وهذا اذا كان موجودا ڡٮالٮڡيه وحله هما باعيانهما	1:1	High	Moderate	same plokē and lysis
18.8	Πολλοὶ δὲ πλέξαντες εὖ λύουσι κακῶς· δεῖ δὲ ἄμφω ἀεὶ κροτεῖσθαι.	‏وكثيرين عند ما الفوا واقرنوا يحلون حلا حسنا واما على جهة ردية ان امسكا كليهما ٮالتسديد	1:1	High	Severe	'resolve BADLY' → 'resolve well' (lysis polarity)
18.9	Χρὴ δέ, ὅπερ εἴρηται πολλάκις, μεμνῆσθαι καὶ μὴ ποιεῖν ἐποποιικὸν σύστημα τραγῳδίαν.	‏وقد يجب ان نتذكر مما قد قيل مرات كثيرة ولا تفعل ٮركٮں المديح المسمى افوفيوايقون	1:1	High	Moderate	epopoiikon transliterated
18.10	Ἐποποιικὸν δὲ λέγω τὸ πολύμυθον, οἷον εἴ τις τὸν τῆς Ἰλιάδος ὅλον ποιοῖ μῦθον.	‏واعنى بايفوفيايقون الوزن الكثير الخرافات مثل ان يعمل انسان الخرافة التى من ايليادا كلها	1:1	High	Clean	polymython=al-kathīr al-khurāfāt; Iliad
18.11	Ἐκεῖ μὲν γὰρ διὰ τὸ μῆκος λαμβάνει τὰ μέρη τὸ πρέπον μέγεθος, ἐν δὲ τοῖς δράμασι πολὺ παρὰ τὴν ὑπόληψιν ἀποβαίνει.	‏وذلك ان الاجزاء هنالك تاخذ بسبب الطول العظم اللايق والاولى واما فى القٮاٮ فيكون الٮظير خارج عن الشى كثيرا	1:1	High	Moderate	
18.12	Σημεῖον δέ, ὅσοι πέρσιν Ἰλίου ὅλην ἐποίησαν καὶ μὴ κατὰ μέρος, ὥσπερ Εὐριπίδης Νιόβην, καὶ μὴ ὥσπερ Αἰσχύλος, ἢ ἐκπίπτουσιν ἢ κακῶς ἀγωνίζονται, ἐπεὶ καὶ Ἀγάθων ἐξέπεσεν ἐν τούτῳ μόνῳ.	‏والدليل هو هذا وهو ان بمبلغ الزياده التى لايليون عملوها بجملتها لا بالاجزا كما عمل اوريفيدس ٮيارى وليس كما عمل اسكٮوٮوس من انهم اما ان يقعون واما ان يجاهدون جهادا رديا	1:1	High	Moderate	Iliou persis; Euripides Niobe=tiyārī(?); Aeschylus; Agathon part dropped
18.13	Ἐν δὲ ταῖς περιπετείαις καὶ ἐν τοῖς ἁπλοῖς πράγμασι στοχάζονται ὧν βούλονται θαυμαστῶς· τραγικὸν γὰρ τοῦτο καὶ φιλάνθρωπον.	‏من قبل ان هذا من الخيرات وقع فى الارادات وفى الامور البسيطة يستدلون ويتعرفون حقيقة هذه التى يريدون ويحبون على طريق الزمز من قبل ان هذا هو مديحى ومن شان محبة الانسان	1:1	Medium	Moderate	tragikon=madīḥī; philanthropon=maḥabbat al-insān
18.14	Ἔστι δὲ τοῦτο, ὅταν ὁ σοφὸς μὲν μετὰ πονηρίας δὲ ἐξαπατηθῇ, ὥσπερ Σίσυφος, καὶ ὁ ἀνδρεῖος μὲν ἄδικος δὲ ἡττηθῇ.	‏وهذا موجود متى انخدع حكيم بمنزلة سيوسيفوس مع الرذيلة وغلب الشجاع من الحاير	1:1	High	Moderate	Sisyphos=siyūsīfūs
18.15	Ἔστι δὲ τοῦτο εἰκός, ὥσπερ Ἀγάθων λέγει· εἰκὸς γὰρ γίνεσθαι πολλὰ καὶ παρὰ τὸ εἰκός.	‏وهذه هى بالحقيقة ايضا كما يقول فى الخير ايضا بالحقيقة وقد يكون كثيرة خارجة عن الحق	1:1	Medium	Severe	Agathon → read as agathon 'the good' (al-khayr): name lost
18.16	Καὶ τὸν χορὸν δὲ ἕνα δεῖ ὑπολαβεῖν τῶν ὑποκριτῶν, καὶ μόριον εἶναι τοῦ ὅλου, καὶ συναγωνίζεσθαι μὴ ὥσπερ παρ᾿ Εὐριπίδῃ ἀλλ᾿ ὥσπερ παρὰ Σοφοκλεῖ.	‏وللصف الذى فى الجحيم من هولا المنافقين ويكون جزو للقول وان يجاهده مع لا على انه مع اوريفيدس لكن كما محادن مع سوفقلس	1:1	Medium	Severe	choron=al-ṣaff; hypokritōn→al-munāfiqīn; 'fī l-jaḥīm' intrusion; Euripides/Sophocles
18.17	Τοῖς δὲ λοιποῖς τὰ διδόμενα μᾶλλον τοῦ μύθου ἢ ἄλλης τραγῳδίας ἐστίν· διὸ ἐμβόλιμα ᾄδουσιν, πρώτου ἄρξαντος Ἀγάθωνος τοῦ τοιούτου.	‏وكثير من التى ٮٮڡٮا ليس فيها شى اخر اكثر من الخرافة او من المدح ولذلك انما ٮٮڡا الدخيلة واول من بدا بذلك اغاثن الشاعر	1:1	High	Moderate	embolima=al-dakhīla; Agathon here = aghāthn (name preserved)
18.18	Καίτοι τί διαφέρει ἢ ἐμβόλιμα ᾄδειν ἢ ῥῆσιν ἐξ ἄλλου εἰς ἄλλο ἁρμόττειν ἢ ἐπεισόδιον ὅλον;	‏على لا فرق بين ان ٮٮفيا بالدخيلات وبين ان يولف قول من اخرى الى اخرى	1:1	High	Moderate	
— CHAPTER 19  (Greek 12 · Arabic 12 units) —						
19.1	Περὶ μὲν οὖν τῶν ἄλλων ἤδη εἴρηται, λοιπὸν δὲ περὶ λέξεως ἢ διανοίας εἰπεῖν.	‏اما فى الانواع الاخر فقد قلنا فينبغى الان ان نتكلم فى المقولة وفى الضمير والذهن	1:1	High	Moderate	lexis=al-maqūla; dianoia=al-ḍamīr wa-l-dhihn
19.2	Τὰ μὲν οὖν περὶ τὴν διάνοιαν ἐν τοῖς περὶ ῥητορικῆς κείσθω· τοῦτο γὰρ ἴδιον μᾶλλον ἐκείνης τῆς μεθόδου.	‏وقد وصعت الاشيا التى هى نحو الذهن والضمير فى كتاب البلاغة وذلك ان هذا هو من شان تلك الصناعة ومما يخصها	1:1	High	Clean	rhētorikē=kitāb al-balāgha
19.3	Ἔστι δὲ κατὰ τὴν διάνοιαν ταῦτα, ὅσα ὑπὸ τοῦ λόγου δεῖ παρασκευασθῆναι.	‏والاشيا التى فى الذهن قد يجب ان ترتب وتعد تحت القول	1:1	High	Clean	
19.4	Μέρη δὲ τούτων τό τε ἀποδεικνύναι καὶ τὸ λύειν καὶ τὸ πάθη παρασκευάζειν, οἷον ἔλεον ἢ φόβον ἢ ὀργὴν καὶ ὅσα τοιαῦτα, καὶ ἔτι μέγεθος καὶ μικρότητα.	‏واجزا هذه هى ان يبين وان يستقر للالم بمنزلة الحزن او الخوف او الحرد او اشباه هذه وايضا الكبر والصغر	1:1	High	Moderate	eleos/phobos/orgē=al-ḥuzn/al-khawf/al-ḥard
19.5	Δῆλον δὲ ὅτι καὶ ἐν τοῖς πράγμασιν ἀπὸ τῶν αὐτῶν ἰδεῶν δεῖ χρῆσθαι, ὅταν ἢ ἐλεεινὰ ἢ δεινὰ ἢ μέγαλα ἢ εἰκότα δέῃ παρασκευάζειν.	‏وظاهر ان فى الامور ايضا من هذه الصور والخلق ينبغى ان يستعمل متى كان اما الاحزان واما الصفات واما العظايم ويستعد التى هى حقايق	1:1	High	Moderate	deina=al-ṣifāt(?)
19.6	Πλὴν τοσοῦτον διαφέρει, ὅτι τὰ μὲν δεῖ φαίνεσθαι ἄνευ διδασκαλίας, τὰ δὲ ἐν τῷ λόγῳ ὑπὸ τοῦ λέγοντος παρασκευάζεσθαι καὶ παρὰ τὸν λόγον γίγνεσθαι.	‏غير [ال] ان مقدار الفرق فى هذا هو ان منها يرى دايما بلا تعطيم ومنها ما يعدها الذى يتكلم والقايل وهى خارج عن القول	1:1	High	Moderate	didaskalia=taʿlīm; Tkatsch bracket
19.7	Τί γὰρ ἂν εἴη τοῦ λέγοντος ἔργον, εἰ φανοῖτο ἡδέα καὶ μὴ διὰ τὸν λόγον;	‏والا فما فعل ذلك الذى اما ان يقول واما ان يبين فيه اللذات وليس سٮٮ القول	1:1	Medium	Moderate	
19.8	Τῶν δὲ περὶ τὴν λέξιν ἓν μέν ἐστιν εἶδος θεωρίας τὰ σχήματα τῆς λέξεως, ἅ ἐστιν εἰδέναι τῆς ὑποκριτικῆς καὶ τοῦ τὴν τοιαύτην ἔχοντος ἀρχιτεκτονικήν, οἷον τί ἐντολὴ καὶ τί εὐχὴ καὶ διήγησις καὶ ἀπειλὴ καὶ ἐρώτησις καὶ ἀπόκρισις, καὶ εἴ τι ἄλλο τοιοῦτον.	‏ونوع النظر للتى هى نحو المقولة هو نوعا واحدا مٮلا اشكال المقولة وهذه ترى للاخر بالوجوه والذى له مثل اعنى البنا وصناعة القيام عليه بمنزلة ما الامر وما الصلاة او حديث او حرض او سوال او جواب وان كان شى اخر مما هو نظير لهذه	1:1	High	Moderate	schēmata lexeōs; entolē/euchē/diēgēsis/apeilē/erōtēsis/apokrisis = al-amr/al-ṣalāt/ḥadīth/ḥarḍ/suʾāl/jawāb
19.9	Παρὰ γὰρ τὴν τούτων γνῶσιν ἢ ἄγνοιαν οὐδὲν εἰς τὴν ποιητικὴν ἐπιτίμημα φέρεται, ὅ τι καὶ ἄξιον σπουδῆς.	‏وذلك انه لا شى اخر خارج عن علم هذه ولا علم من ما هو تهجين يوتا به فى صناعة الشعر يستحق الحرص والعناية	1:1	High	Moderate	
